7
 
O1s
 ,1,2,3,4
538.6000,13400.0000,16875.0000,16450.0000,17200.0000
538.5000,13743.7500,17250.0000,16793.7500,16681.2500
538.4000,13112.5000,17068.7500,16256.2500,16631.2500
538.3000,13506.2500,16693.7500,17025.0000,17062.5000
538.2000,13343.7500,17106.2500,17312.5000,16731.2500
538.1000,13187.5000,16618.7500,16712.5000,16837.5000
538.0000,13568.7500,16762.5000,16875.0000,17025.0000
537.9000,13562.5000,17175.0000,16831.2500,17031.2500
537.8000,12856.2500,16600.0000,16243.7500,17156.2500
537.7000,13731.2500,16906.2500,16612.5000,17156.2500
537.6000,13300.0000,17075.0000,17343.7500,17262.5000
537.5000,13543.7500,17725.0000,16750.0000,17437.5000
537.4000,13650.0000,16406.2500,17137.5000,17287.5000
537.3000,13362.5000,17543.7500,16650.0000,17437.5000
537.2000,13012.5000,16981.2500,17193.7500,16581.2500
537.1000,13325.0000,17556.2500,16875.0000,16931.2500
537.0000,13681.2500,17175.0000,17037.5000,17143.7500
536.9000,13343.7500,17368.7500,16843.7500,17537.5000
536.8000,13575.0000,16700.0000,17437.5000,17506.2500
536.7000,13743.7500,17300.0000,16531.2500,16912.5000
536.6000,13456.2500,16906.2500,17262.5000,17062.5000
536.5000,13593.7500,17381.2500,16600.0000,17237.5000
536.4000,13893.7500,17375.0000,17793.7500,16856.2500
536.3000,13600.0000,17237.5000,17143.7500,17450.0000
536.2000,14106.2500,17268.7500,16906.2500,17412.5000
536.1000,13850.0000,17637.5000,17318.7500,17493.7500
536.0000,13450.0000,16937.5000,17537.5000,17481.2500
535.9000,14056.2500,16900.0000,16537.5000,17350.0000
535.8000,13437.5000,17431.2500,17462.5000,17950.0000
535.7000,13750.0000,17287.5000,16893.7500,17175.0000
535.6000,13500.0000,17193.7500,17700.0000,17962.5000
535.5000,13993.7500,16868.7500,16756.2500,16956.2500
535.4000,13325.0000,17456.2500,17250.0000,17356.2500
535.3000,13868.7500,17656.2500,17612.5000,17625.0000
535.2000,13406.2500,17731.2500,17381.2500,17925.0000
535.1000,13606.2500,17818.7500,17437.5000,17543.7500
535.0000,13606.2500,17393.7500,17143.7500,18031.2500
534.9000,14306.2500,17693.7500,17337.5000,17387.5000
534.8000,13412.5000,17137.5000,17200.0000,17237.5000
534.7000,14881.2500,17356.2500,17375.0000,17237.5000
534.6000,13937.5000,17756.2500,17487.5000,17943.7500
534.5000,14450.0000,17356.2500,17587.5000,17712.5000
534.4000,14050.0000,17537.5000,17662.5000,18131.2500
534.3000,14681.2500,17612.5000,17762.5000,18050.0000
534.2000,14212.5000,17650.0000,17831.2500,17618.7500
534.1000,14756.2500,18012.5000,17800.0000,17593.7500
534.0000,14425.0000,18137.5000,18175.0000,17787.5000
533.9000,15056.2500,17831.2500,18081.2500,17887.5000
533.8000,15081.2500,17906.2500,17362.5000,17625.0000
533.7000,14868.7500,17862.5000,18231.2500,17300.0000
533.6000,15250.0000,18356.2500,18306.2500,18137.5000
533.5000,15556.2500,18362.5000,18050.0000,17943.7500
533.4000,15531.2500,18056.2500,18456.2500,17806.2500
533.3000,15881.2500,18081.2500,18162.5000,18181.2500
533.2000,15768.7500,18606.2500,17931.2500,18618.7500
533.1000,16687.5000,18156.2500,19000.0000,18512.5000
533.0000,16100.0000,19068.7500,18768.7500,18881.2500
532.9000,16831.2500,18500.0000,18843.7500,18681.2500
532.8000,17343.7500,19212.5000,18950.0000,19412.5000
532.7000,17700.0000,19868.7500,18537.5000,19681.2500
532.6000,17637.5000,19662.5000,19587.5000,19568.7500
532.5000,18125.0000,20031.2500,19700.0000,20012.5000
532.4000,18837.5000,20406.2500,20168.7500,20656.2500
532.3000,18375.0000,20943.7500,20787.5000,20950.0000
532.2000,18325.0000,21356.2500,21412.5000,21362.5000
532.1000,19668.7500,21831.2500,21493.7500,21656.2500
532.0000,18850.0000,22093.7500,22006.2500,22281.2500
531.9000,20875.0000,22937.5000,22231.2500,22100.0000
531.8000,19956.2500,22406.2500,22831.2500,22687.5000
531.7000,20562.5000,22881.2500,22650.0000,22087.5000
531.6000,20006.2500,23537.5000,23037.5000,22512.5000
531.5000,20000.0000,23793.7500,22531.2500,23125.0000
531.4000,20250.0000,23712.5000,22918.7500,22168.7500
531.3000,20562.5000,24287.5000,23031.2500,22537.5000
531.2000,20606.2500,24056.2500,23075.0000,22943.7500
531.1000,21187.5000,23362.5000,22456.2500,22612.5000
531.0000,20931.2500,23093.7500,23075.0000,21975.0000
530.9000,20881.2500,23737.5000,22331.2500,22200.0000
530.8000,21343.7500,23875.0000,22631.2500,22281.2500
530.7000,21581.2500,23293.7500,22112.5000,21737.5000
530.6000,21943.7500,22868.7500,21918.7500,21500.0000
530.5000,22393.7500,22475.0000,22018.7500,20687.5000
530.4000,22943.7500,21893.7500,21200.0000,20818.7500
530.3000,22900.0000,21831.2500,20862.5000,20568.7500
530.2000,23868.7500,21431.2500,20437.5000,20218.7500
530.1000,23568.7500,20337.5000,19362.5000,19825.0000
530.0000,23300.0000,19881.2500,19837.5000,19300.0000
529.9000,23650.0000,19337.5000,18631.2500,18331.2500
529.8000,23381.2500,19662.5000,18887.5000,18618.7500
529.7000,22550.0000,18312.5000,19081.2500,17662.5000
529.6000,21381.2500,18081.2500,18406.2500,17975.0000
529.5000,20575.0000,17843.7500,18056.2500,17325.0000
529.4000,19412.5000,18412.5000,17625.0000,17718.7500
529.3000,18812.5000,17256.2500,17556.2500,17431.2500
529.2000,17331.2500,16825.0000,17437.5000,17431.2500
529.1000,17125.0000,17431.2500,17562.5000,17375.0000
529.0000,15800.0000,16825.0000,16918.7500,17050.0000
528.9000,15900.0000,17012.5000,17550.0000,17318.7500
528.8000,14287.5000,17275.0000,17318.7500,16831.2500
528.7000,14218.7500,17256.2500,17087.5000,17068.7500
528.6000,13775.0000,16675.0000,16556.2500,16662.5000
528.5000,14193.7500,16650.0000,17000.0000,16531.2500
528.4000,13856.2500,16225.0000,16975.0000,16937.5000
528.3000,13368.7500,16662.5000,17175.0000,16656.2500
528.2000,13756.2500,16600.0000,17081.2500,16806.2500
528.1000,12893.7500,16500.0000,17006.2500,16618.7500
528.0000,13506.2500,17412.5000,16868.7500,16462.5000
527.9000,13043.7500,17043.7500,16693.7500,17006.2500
527.8000,12943.7500,16775.0000,16537.5000,16468.7500
527.7000,12875.0000,16737.5000,16612.5000,16281.2500
527.6000,13137.5000,17262.5000,16606.2500,16318.7500
527.5000,13331.2500,16331.2500,16656.2500,16481.2500
527.4000,12781.2500,16768.7500,16512.5000,16806.2500
527.3000,12937.5000,16412.5000,16375.0000,16543.7500
527.2000,12962.5000,16337.5000,16856.2500,16218.7500
527.1000,12806.2500,16156.2500,16750.0000,16906.2500
527.0000,12593.7500,16481.2500,17025.0000,16387.5000
526.9000,12218.7500,16500.0000,16518.7500,16593.7500
526.8000,12206.2500,16587.5000,17137.5000,16268.7500
526.7000,12737.5000,16618.7500,16893.7500,16487.5000
526.6000,13043.7500,16218.7500,17043.7500,16587.5000
526.5000,12543.7500,16537.5000,16800.0000,16431.2500
526.4000,13075.0000,16318.7500,17193.7500,16050.0000
526.3000,12318.7500,16706.2500,16650.0000,16993.7500
526.2000,13012.5000,16593.7500,16768.7500,16625.0000
526.1000,12981.2500,16393.7500,17068.7500,16762.5000
526.0000,12806.2500,16650.0000,17218.7500,16393.7500
525.9000,12862.5000,16487.5000,16612.5000,16993.7500
525.8000,12650.0000,16550.0000,16662.5000,16443.7500
525.7000,12487.5000,16887.5000,16375.0000,16418.7500
525.6000,12737.5000,16956.2500,16506.2500,16706.2500
525.5000,12518.7500,16750.0000,16212.5000,16706.2500
525.4000,12387.5000,16125.0000,16712.5000,16750.0000
525.3000,12087.5000,16737.5000,16906.2500,16593.7500
525.2000,13212.5000,16331.2500,16187.5000,16793.7500
525.1000,12425.0000,16750.0000,16300.0000,16431.2500
525.0000,12725.0000,16362.5000,17237.5000,16456.2500
524.9000,12943.7500,17006.2500,16993.7500,16693.7500
524.8000,12831.2500,16393.7500,16681.2500,17193.7500
524.7000,12606.2500,17418.7500,16475.0000,16831.2500
524.6000,12725.0000,16787.5000,16943.7500,17331.2500
524.5000,12531.2500,17343.7500,16775.0000,16956.2500
524.4000,12862.5000,16700.0000,16612.5000,16837.5000
524.3000,12737.5000,17312.5000,16993.7500,16625.0000
524.2000,13025.0000,16756.2500,16862.5000,16506.2500
524.1000,12537.5000,17250.0000,16668.7500,16768.7500
524.0000,12650.0000,15987.5000,16418.7500,16293.7500
523.9000,12725.0000,17056.2500,16843.7500,16962.5000
523.8000,13318.7500,16262.5000,16656.2500,16456.2500
523.7000,12843.7500,16612.5000,16687.5000,16562.5000
523.6000,12537.5000,16081.2500,17256.2500,16137.5000
523.5000,12868.7500,16737.5000,16487.5000,16862.5000
523.4000,12581.2500,16118.7500,16750.0000,16418.7500
523.3000,12625.0000,16518.7500,16825.0000,16906.2500
523.2000,12606.2500,16493.7500,17175.0000,16268.7500
523.1000,12643.7500,16656.2500,16337.5000,16818.7500
523.0000,12875.0000,16637.5000,17150.0000,16481.2500

7
 
C1s
 ,1,2,3,4
298.0000,2675.0000,2268.7500,2475.0000,2243.7500
297.9000,2793.7500,2600.0000,2325.0000,2375.0000
297.8000,2693.7500,2337.5000,2225.0000,2281.2500
297.7000,2562.5000,2268.7500,2362.5000,2368.7500
297.6000,2675.0000,2362.5000,2231.2500,2368.7500
297.5000,2693.7500,2268.7500,2293.7500,2481.2500
297.4000,2725.0000,2193.7500,2206.2500,2318.7500
297.3000,2631.2500,2256.2500,2368.7500,2337.5000
297.2000,2668.7500,2375.0000,2256.2500,2350.0000
297.1000,2662.5000,2300.0000,2193.7500,2406.2500
297.0000,2550.0000,2512.5000,2343.7500,2562.5000
296.9000,2543.7500,2581.2500,2593.7500,2493.7500
296.8000,2481.2500,2243.7500,2243.7500,2550.0000
296.7000,2637.5000,2656.2500,2506.2500,2331.2500
296.6000,2418.7500,2362.5000,2287.5000,2218.7500
296.5000,2650.0000,2331.2500,2312.5000,2150.0000
296.4000,2575.0000,2381.2500,2531.2500,2200.0000
296.3000,2687.5000,2550.0000,2218.7500,2218.7500
296.2000,2575.0000,2375.0000,2443.7500,2343.7500
296.1000,2568.7500,2437.5000,2212.5000,2256.2500
296.0000,2631.2500,2168.7500,2393.7500,2606.2500
295.9000,2775.0000,2506.2500,2350.0000,2225.0000
295.8000,2581.2500,2256.2500,2412.5000,2462.5000
295.7000,2606.2500,2493.7500,2337.5000,2175.0000
295.6000,2481.2500,2193.7500,2400.0000,2375.0000
295.5000,2681.2500,2456.2500,2275.0000,2200.0000
295.4000,2537.5000,2500.0000,2431.2500,2212.5000
295.3000,2456.2500,2400.0000,2418.7500,2518.7500
295.2000,2606.2500,2525.0000,2368.7500,2318.7500
295.1000,2625.0000,2393.7500,2300.0000,2212.5000
295.0000,2537.5000,2406.2500,2568.7500,2356.2500
294.9000,2612.5000,2350.0000,2493.7500,2093.7500
294.8000,2450.0000,2425.0000,2462.5000,2200.0000
294.7000,2668.7500,2412.5000,2262.5000,2181.2500
294.6000,2325.0000,2725.0000,2518.7500,2237.5000
294.5000,2706.2500,2500.0000,2243.7500,2231.2500
294.4000,2381.2500,2218.7500,2450.0000,2562.5000
294.3000,2281.2500,2512.5000,2306.2500,2506.2500
294.2000,2425.0000,2518.7500,2425.0000,2387.5000
294.1000,2375.0000,2493.7500,2206.2500,2331.2500
294.0000,2512.5000,2387.5000,2425.0000,2406.2500
293.9000,2562.5000,2387.5000,2250.0000,2343.7500
293.8000,2643.7500,2493.7500,2181.2500,2275.0000
293.7000,2512.5000,2462.5000,2375.0000,2450.0000
293.6000,2437.5000,2537.5000,2375.0000,2612.5000
293.5000,2431.2500,2212.5000,2406.2500,2268.7500
293.4000,2462.5000,2412.5000,2143.7500,2600.0000
293.3000,2637.5000,2268.7500,2362.5000,2381.2500
293.2000,2493.7500,2562.5000,2312.5000,2193.7500
293.1000,2475.0000,2368.7500,2237.5000,2318.7500
293.0000,2481.2500,2518.7500,2343.7500,2356.2500
292.9000,2475.0000,2512.5000,2487.5000,2481.2500
292.8000,2525.0000,2231.2500,2481.2500,2268.7500
292.7000,2412.5000,2418.7500,2456.2500,2462.5000
292.6000,2318.7500,2337.5000,2343.7500,2318.7500
292.5000,2306.2500,2293.7500,2531.2500,2418.7500
292.4000,2275.0000,2531.2500,2437.5000,2256.2500
292.3000,2568.7500,2275.0000,2312.5000,2425.0000
292.2000,2193.7500,2462.5000,2543.7500,2243.7500
292.1000,2456.2500,2287.5000,2212.5000,2356.2500
292.0000,2362.5000,2356.2500,2487.5000,2412.5000
291.9000,2243.7500,2275.0000,2381.2500,2256.2500
291.8000,2306.2500,2412.5000,2381.2500,2462.5000
291.7000,2325.0000,2481.2500,2431.2500,2331.2500
291.6000,2293.7500,2225.0000,2268.7500,2475.0000
291.5000,2306.2500,2200.0000,2350.0000,2400.0000
291.4000,2068.7500,2175.0000,2381.2500,2312.5000
291.3000,2200.0000,2343.7500,2350.0000,2412.5000
291.2000,2231.2500,2337.5000,2143.7500,2500.0000
291.1000,2150.0000,2393.7500,2612.5000,2312.5000
291.0000,2493.7500,2168.7500,2218.7500,2475.0000
290.9000,2281.2500,2418.7500,2362.5000,2343.7500
290.8000,2318.7500,2250.0000,2293.7500,2381.2500
290.7000,2256.2500,2356.2500,2393.7500,2312.5000
290.6000,2368.7500,2443.7500,2106.2500,2550.0000
290.5000,2237.5000,2106.2500,2450.0000,2362.5000
290.4000,2362.5000,2387.5000,2350.0000,2425.0000
290.3000,2425.0000,2231.2500,2312.5000,2268.7500
290.2000,2243.7500,2450.0000,2343.7500,2337.5000
290.1000,2368.7500,2425.0000,2418.7500,2393.7500
290.0000,2375.0000,2368.7500,2362.5000,2450.0000
289.9000,2418.7500,2393.7500,2368.7500,2350.0000
289.8000,2618.7500,2043.7500,2287.5000,2481.2500
289.7000,2556.2500,2250.0000,2262.5000,2225.0000
289.6000,2681.2500,2400.0000,2656.2500,2206.2500
289.5000,2456.2500,2406.2500,2293.7500,2162.5000
289.4000,2725.0000,2231.2500,2300.0000,2237.5000
289.3000,2831.2500,2218.7500,2381.2500,2181.2500
289.2000,2812.5000,2350.0000,2312.5000,2325.0000
289.1000,2750.0000,2393.7500,2162.5000,2162.5000
289.0000,3068.7500,2456.2500,2325.0000,2356.2500
288.9000,2887.5000,2387.5000,2412.5000,2275.0000
288.8000,2843.7500,2600.0000,2512.5000,2337.5000
288.7000,2968.7500,2512.5000,2137.5000,2362.5000
288.6000,3150.0000,2487.5000,2381.2500,2331.2500
288.5000,3012.5000,2356.2500,2350.0000,2481.2500
288.4000,3050.0000,2425.0000,2587.5000,2225.0000
288.3000,3025.0000,2462.5000,2362.5000,2331.2500
288.2000,3237.5000,2212.5000,2193.7500,2137.5000
288.1000,3012.5000,2606.2500,2262.5000,2081.2500
288.0000,3143.7500,2262.5000,2175.0000,2262.5000
287.9000,3118.7500,2468.7500,2137.5000,2112.5000
287.8000,3237.5000,2375.0000,2237.5000,2375.0000
287.7000,3318.7500,2550.0000,2181.2500,2181.2500
287.6000,3225.0000,2281.2500,2312.5000,2200.0000
287.5000,3468.7500,2343.7500,2418.7500,2187.5000
287.4000,3418.7500,2218.7500,2368.7500,2193.7500
287.3000,3743.7500,2500.0000,2418.7500,2187.5000
287.2000,3900.0000,2262.5000,2368.7500,2231.2500
287.1000,3693.7500,2462.5000,2262.5000,2275.0000
287.0000,4268.7500,2200.0000,2425.0000,2012.5000
286.9000,4175.0000,2631.2500,2468.7500,2243.7500
286.8000,4425.0000,2356.2500,2568.7500,2106.2500
286.7000,5187.5000,2425.0000,2300.0000,2281.2500
286.6000,5250.0000,2356.2500,2406.2500,2162.5000
286.5000,5500.0000,2368.7500,2131.2500,2243.7500
286.4000,5806.2500,2475.0000,2550.0000,2275.0000
286.3000,6293.7500,2437.5000,2506.2500,2131.2500
286.2000,6768.7500,2475.0000,2287.5000,2262.5000
286.1000,7600.0000,2550.0000,2593.7500,2362.5000
286.0000,8381.2500,2381.2500,2218.7500,2381.2500
285.9000,9418.7500,2575.0000,2350.0000,2406.2500
285.8000,10387.5000,2525.0000,2343.7500,2456.2500
285.7000,11062.5000,2693.7500,2512.5000,2331.2500
285.6000,12568.7500,2650.0000,2500.0000,2325.0000
285.5000,14268.7500,2606.2500,2331.2500,2418.7500
285.4000,15487.5000,2637.5000,2387.5000,2293.7500
285.3000,16562.5000,2512.5000,2206.2500,2606.2500
285.2000,17218.7500,2762.5000,2406.2500,2325.0000
285.1000,17775.0000,2593.7500,2381.2500,2512.5000
285.0000,17681.2500,2625.0000,2431.2500,2337.5000
284.9000,17387.5000,2612.5000,2275.0000,2518.7500
284.8000,15618.7500,2531.2500,2418.7500,2412.5000
284.7000,14987.5000,2537.5000,2331.2500,2487.5000
284.6000,13250.0000,2475.0000,2562.5000,2456.2500
284.5000,11681.2500,2593.7500,2456.2500,2475.0000
284.4000,9912.5000,2762.5000,2543.7500,2262.5000
284.3000,8625.0000,2618.7500,2262.5000,2281.2500
284.2000,7181.2500,2568.7500,2512.5000,2343.7500
284.1000,6175.0000,2500.0000,2525.0000,2418.7500
284.0000,5300.0000,2550.0000,2331.2500,2531.2500
283.9000,4875.0000,2550.0000,2450.0000,2306.2500
283.8000,4137.5000,2762.5000,2531.2500,2337.5000
283.7000,3900.0000,2575.0000,2200.0000,2431.2500
283.6000,3693.7500,2631.2500,2475.0000,2181.2500
283.5000,3350.0000,2618.7500,2337.5000,2381.2500
283.4000,3200.0000,2687.5000,2437.5000,2400.0000
283.3000,3162.5000,2587.5000,2500.0000,2556.2500
283.2000,3100.0000,2581.2500,2600.0000,2737.5000
283.1000,2743.7500,2668.7500,2543.7500,2593.7500
283.0000,2618.7500,2612.5000,2668.7500,2643.7500
282.9000,2556.2500,2768.7500,2662.5000,2631.2500
282.8000,2468.7500,3093.7500,2868.7500,2662.5000
282.7000,2475.0000,3181.2500,2725.0000,2818.7500
282.6000,2237.5000,2968.7500,2881.2500,2968.7500
282.5000,2587.5000,3143.7500,2825.0000,2825.0000
282.4000,2493.7500,3143.7500,2925.0000,2975.0000
282.3000,2331.2500,3118.7500,2806.2500,2868.7500
282.2000,2193.7500,2781.2500,3056.2500,2906.2500
282.1000,2275.0000,3056.2500,2956.2500,2743.7500
282.0000,2225.0000,2850.0000,2987.5000,2900.0000
281.9000,2225.0000,2950.0000,2793.7500,2775.0000
281.8000,2275.0000,2650.0000,2812.5000,2650.0000
281.7000,2206.2500,2656.2500,2787.5000,2750.0000
281.6000,2275.0000,2481.2500,2575.0000,2618.7500
281.5000,2081.2500,2575.0000,2362.5000,2575.0000
281.4000,2075.0000,2475.0000,2325.0000,2493.7500
281.3000,2043.7500,2506.2500,2306.2500,2225.0000
281.2000,1962.5000,2256.2500,2525.0000,2243.7500
281.1000,2131.2500,2287.5000,2093.7500,2462.5000
281.0000,2043.7500,2118.7500,2306.2500,2387.5000
280.9000,2143.7500,2262.5000,2181.2500,2262.5000
280.8000,2056.2500,2231.2500,2393.7500,2325.0000
280.7000,2056.2500,2093.7500,1956.2500,2081.2500
280.6000,2043.7500,2268.7500,2425.0000,2162.5000
280.5000,1812.5000,2412.5000,2068.7500,2262.5000
280.4000,1981.2500,2031.2500,2206.2500,2075.0000
280.3000,1856.2500,2250.0000,2131.2500,2362.5000
280.2000,1837.5000,2118.7500,2162.5000,2093.7500
280.1000,1950.0000,2162.5000,2125.0000,2118.7500
280.0000,1875.0000,2193.7500,2206.2500,2225.0000
279.9000,1862.5000,2381.2500,2118.7500,2268.7500
279.8000,1987.5000,2312.5000,2075.0000,2187.5000
279.7000,1831.2500,2206.2500,2256.2500,2175.0000
279.6000,2062.5000,2100.0000,2118.7500,2268.7500
279.5000,1806.2500,2187.5000,2212.5000,2081.2500
279.4000,1831.2500,2250.0000,2456.2500,2075.0000
279.3000,1925.0000,2050.0000,2381.2500,2225.0000
279.2000,1981.2500,2318.7500,2281.2500,2206.2500
279.1000,1775.0000,2425.0000,2262.5000,2193.7500
279.0000,1912.5000,2393.7500,2162.5000,2206.2500
278.9000,1943.7500,2418.7500,2012.5000,2387.5000
278.8000,1893.7500,2212.5000,2150.0000,2256.2500
278.7000,1793.7500,2131.2500,2162.5000,2343.7500
278.6000,1975.0000,2031.2500,2168.7500,2287.5000
278.5000,1837.5000,2043.7500,2200.0000,2300.0000
278.4000,1906.2500,2218.7500,2325.0000,2281.2500
278.3000,1900.0000,2037.5000,2112.5000,2356.2500
278.2000,2062.5000,2206.2500,2300.0000,2106.2500
278.1000,1906.2500,2206.2500,2262.5000,2131.2500
278.0000,2037.5000,2356.2500,2337.5000,2187.5000

7
 
N1s
 ,1,2,3,4
411.0000,3212.5000,3975.0000,3862.5000,3750.0000
410.9000,3356.2500,3950.0000,4018.7500,4112.5000
410.8000,3125.0000,3912.5000,3706.2500,3893.7500
410.7000,3243.7500,3768.7500,4156.2500,4150.0000
410.6000,3181.2500,4062.5000,3881.2500,3768.7500
410.5000,3206.2500,3893.7500,3825.0000,3975.0000
410.4000,3218.7500,3975.0000,3781.2500,3868.7500
410.3000,3162.5000,3843.7500,3868.7500,4037.5000
410.2000,3218.7500,3868.7500,3931.2500,4037.5000
410.1000,3062.5000,4056.2500,4031.2500,3962.5000
410.0000,3162.5000,3743.7500,4112.5000,4000.0000
409.9000,3162.5000,4106.2500,3931.2500,4168.7500
409.8000,3518.7500,3918.7500,4168.7500,3875.0000
409.7000,3306.2500,4137.5000,3881.2500,4012.5000
409.6000,3187.5000,3731.2500,4000.0000,3668.7500
409.5000,3362.5000,4031.2500,3918.7500,4093.7500
409.4000,3212.5000,3843.7500,4006.2500,3981.2500
409.3000,3475.0000,3731.2500,4062.5000,3812.5000
409.2000,3056.2500,3943.7500,3975.0000,3887.5000
409.1000,3237.5000,3950.0000,4225.0000,3662.5000
409.0000,3125.0000,3718.7500,3987.5000,3987.5000
408.9000,3050.0000,3806.2500,4056.2500,3887.5000
408.8000,3181.2500,3568.7500,3931.2500,4006.2500
408.7000,3150.0000,3706.2500,4100.0000,3968.7500
408.6000,3187.5000,4037.5000,3781.2500,3875.0000
408.5000,3200.0000,3381.2500,3993.7500,3887.5000
408.4000,3125.0000,3850.0000,3818.7500,3956.2500
408.3000,3375.0000,3825.0000,3875.0000,3812.5000
408.2000,3325.0000,4006.2500,3587.5000,3662.5000
408.1000,3143.7500,3756.2500,3631.2500,3925.0000
408.0000,3006.2500,3600.0000,3443.7500,3662.5000
407.9000,3031.2500,3425.0000,3762.5000,3518.7500
407.8000,3081.2500,3687.5000,3500.0000,3537.5000
407.7000,3043.7500,3506.2500,3787.5000,3487.5000
407.6000,2931.2500,3750.0000,3406.2500,3800.0000
407.5000,2993.7500,3581.2500,3493.7500,3612.5000
407.4000,3131.2500,3650.0000,3562.5000,3656.2500
407.3000,2662.5000,3375.0000,3462.5000,3481.2500
407.2000,3112.5000,3437.5000,3743.7500,3300.0000
407.1000,2743.7500,3393.7500,3350.0000,3400.0000
407.0000,3043.7500,3418.7500,3712.5000,3043.7500
406.9000,2756.2500,3468.7500,3437.5000,3193.7500
406.8000,3075.0000,3356.2500,3825.0000,3556.2500
406.7000,2800.0000,3375.0000,3581.2500,3262.5000
406.6000,2831.2500,3362.5000,3143.7500,3475.0000
406.5000,2937.5000,3418.7500,3181.2500,3362.5000
406.4000,2712.5000,3162.5000,3406.2500,3300.0000
406.3000,2900.0000,3362.5000,3143.7500,3575.0000
406.2000,2856.2500,3181.2500,3268.7500,3043.7500
406.1000,2956.2500,3437.5000,3356.2500,3287.5000
406.0000,2906.2500,3493.7500,3200.0000,2993.7500
405.9000,2481.2500,3425.0000,3187.5000,3362.5000
405.8000,2568.7500,3262.5000,3343.7500,3287.5000
405.7000,2606.2500,3425.0000,3143.7500,3187.5000
405.6000,2787.5000,3050.0000,3181.2500,3493.7500
405.5000,2725.0000,3193.7500,3350.0000,3275.0000
405.4000,2718.7500,3250.0000,3431.2500,3056.2500
405.3000,2718.7500,3200.0000,2993.7500,3312.5000
405.2000,2781.2500,3056.2500,3287.5000,2968.7500
405.1000,2618.7500,2981.2500,2956.2500,3318.7500
405.0000,2781.2500,2893.7500,3150.0000,3218.7500
404.9000,2681.2500,2975.0000,3331.2500,3087.5000
404.8000,2937.5000,2975.0000,3031.2500,3275.0000
404.7000,3018.7500,3006.2500,3100.0000,3131.2500
404.6000,2856.2500,2968.7500,3268.7500,3037.5000
404.5000,2743.7500,3256.2500,3075.0000,3250.0000
404.4000,2825.0000,3175.0000,3031.2500,3100.0000
404.3000,2687.5000,2950.0000,3362.5000,3106.2500
404.2000,2818.7500,3175.0000,2918.7500,3112.5000
404.1000,2750.0000,3306.2500,3000.0000,3100.0000
404.0000,2743.7500,3287.5000,3256.2500,3062.5000
403.9000,2625.0000,3068.7500,3062.5000,3000.0000
403.8000,2900.0000,3075.0000,3100.0000,3100.0000
403.7000,2631.2500,3293.7500,3112.5000,3200.0000
403.6000,2906.2500,3100.0000,2900.0000,3168.7500
403.5000,2700.0000,3412.5000,3050.0000,3256.2500
403.4000,2612.5000,3406.2500,3250.0000,3175.0000
403.3000,2575.0000,3281.2500,3168.7500,3000.0000
